nombre_poblacion,nombre_provincia,temp_max,hora_temp_max,temp_min,hora_temp_min,precipitacion,fecha
Tarragona,Tarragona,25.2,15:50,13.6,15:50,0.0,2017-10-29
Llorac,Tarragona,18.0,16:40,4.4,16:40,0.0,2017-10-29
Horta de Sant Joan,Tarragona,21.1,17:00,12.6,17:00,0.0,2017-10-29
La Pobla de Massaluca,Tarragona,21.2,17:10,12.7,17:10,0.0,2017-10-29
Cabacés,Tarragona,22.3,16:50,11.1,16:50,0.0,2017-10-29
Rasquera,Tarragona,24.3,16:20,15.6,16:20,0.0,2017-10-29
Tortosa,Tarragona,26.9,16:10,17.3,16:10,0.0,2017-10-29
Sant Jaume d'Enveja,Tarragona,23.9,14:30,15.9,14:30,0.0,2017-10-29
Teruel,Teruel,19.8,16:40,8.3,16:40,0.0,2017-10-29
Jabaloyas,Teruel,15.2,15:50,6.5,15:50,0.0,2017-10-29
Cedrillas,Teruel,17.3,15:50,4.9,15:50,0.0,2017-10-29
Mosqueruela,Teruel,17.3,15:50,5.8,15:50,0.0,2017-10-29
Santa Eulalia del Campo,Teruel,18.6,16:20,7.6,16:20,0.0,2017-10-29
Calamocha,Teruel,19.0,15:10,6.1,15:10,0.0,2017-10-29
Fonfría,Teruel,14.4,15:30,5.4,15:30,0.0,2017-10-29
Muniesa,Teruel,18.2,15:40,9.4,15:40,0.0,2017-10-29
Montalbán,Teruel,17.6,16:40,7.0,16:40,0.0,2017-10-29
Hijar,Teruel,24.5,15:50,12.7,15:50,0.0,2017-10-29
Andorra,Teruel,18.8,15:20,10.0,15:20,0.0,2017-10-29
Castellote,Teruel,19.9,17:10,11.5,17:10,0.0,2017-10-29
Calanda,Teruel,21.0,16:30,11.2,16:30,0.0,2017-10-29
Alcañiz,Teruel,21.3,16:40,9.3,16:40,0.0,2017-10-29
Valderrobres,Teruel,19.5,16:50,8.3,16:50,0.0,2017-10-29
Bello,Teruel,17.2,16:10,3.2,16:10,0.0,2017-10-29
Tembleque,Toledo,22.6,16:50,7.7,16:50,0.0,2017-10-29
Mora,Toledo,22.9,16:30,8.5,16:30,0.0,2017-10-29
Toledo,Toledo,25.2,16:50,10.0,16:50,0.0,2017-10-29
San Pablo de los Montes,Toledo,22.0,16:50,11.1,16:50,0.0,2017-10-29
Navahermosa,Toledo,23.5,16:50,10.0,16:50,0.0,2017-10-29
Castillo de Bayuela,Toledo,24.8,17:10,11.5,17:10,0.0,2017-10-29
Talavera de la Reina,Toledo,25.1,17:20,9.4,17:20,0.0,2017-10-29
Oropesa,Toledo,26.1,17:30,6.4,17:30,0.0,2017-10-29
Quintanar de la Orden,Toledo,22.8,15:30,9.1,15:30,0.0,2017-10-29
Madridejos,Toledo,21.7,17:10,6.6,17:10,0.0,2017-10-29
Puerto del Rey,Cáceres,26.5,15:20,13.4,15:20,0.0,2017-10-29
Fontanars dels Alforins,València/Valencia,22.1,15:10,8.4,15:10,0.0,2017-10-29
Oliva,València/Valencia,22.3,15:20,15.1,15:20,0.0,2017-10-29
Miramar,València/Valencia,23.2,13:00,16.8,13:00,0.0,2017-10-29
Barx,València/Valencia,24.0,14:10,13.9,14:10,0.0,2017-10-29
Jalance,València/Valencia,25.0,17:00,7.6,17:00,0.0,2017-10-29
Zarra,València/Valencia,20.7,16:20,12.8,16:20,0.0,2017-10-29
Bicorp,València/Valencia,24.8,15:20,12.8,15:20,0.0,2017-10-29
Ontinyent,València/Valencia,24.3,15:50,11.5,15:50,0.0,2017-10-29
Xàtiva,València/Valencia,25.5,15:20,13.6,15:20,0.0,2017-10-29
Carcaixent,València/Valencia,26.0,15:10,11.9,15:10,0.0,2017-10-29
Utiel,València/Valencia,22.5,17:50,9.0,17:50,0.0,2017-10-29
Buñol,València/Valencia,20.8,15:30,8.6,15:30,0.0,2017-10-29
Polinyà de Xúquer,València/Valencia,23.5,14:30,12.8,14:30,0.0,2017-10-29
Turís,València/Valencia,25.3,15:00,10.4,15:00,0.0,2017-10-29
Ademuz,València/Valencia,21.7,16:50,7.6,16:50,0.0,2017-10-29
Chelva,València/Valencia,23.8,16:10,9.9,16:10,0.0,2017-10-29
Lliria,València/Valencia,26.1,15:40,12.7,15:40,0.0,2017-10-29
Valencia Aeropuerto,València/Valencia,25.1,14:30,12.9,14:30,0.0,2017-10-29
Valéncia, Viveros,València/Valencia,25.4,14:00,14.7,14:00,0.0,2017-10-29
Sagunto,València/Valencia,24.7,13:10,14.3,13:10,0.0,2017-10-29
Peñafiel,Valladolid,18.6,14:50,10.2,14:50,0.0,2017-10-29
Sardón de Duero,Valladolid,21.3,15:10,6.2,15:10,0.0,2017-10-29
Valladolid,Valladolid,20.3,16:00,8.4,16:00,0.0,2017-10-29
Olmedo, Depósito de Agua,Valladolid,20.5,16:30,4.7,16:30,0.0,2017-10-29
Olmedo,Valladolid,21.3,16:10,5.9,16:10,0.0,2017-10-29
Rueda,Valladolid,20.4,16:50,4.8,16:50,0.0,2017-10-29
Fuente el Sol,Valladolid,21.3,17:00,2.7,17:00,0.0,2017-10-29
Villalón de Campos,Valladolid,20.0,17:00,6.4,17:00,0.0,2017-10-29
Medina de Rioseco,Valladolid,19.7,16:30,5.3,16:30,0.0,2017-10-29
Morales del Toro,Zamora,21.9,16:30,6.2,16:30,0.0,2017-10-29
Fuentesauco,Zamora,20.8,16:50,5.0,16:50,0.0,2017-10-29
Villafáfila,Zamora,22.3,16:10,4.7,16:10,0.0,2017-10-29
Zamora,Zamora,21.5,16:30,5.8,16:30,0.0,2017-10-29
Benavente,Zamora,21.8,16:50,4.8,16:50,0.0,2017-10-29
Sanabria, Robleda-Cervantes,Zamora,20.2,17:40,-0.6,17:40,0.0,2017-10-29
Villardeciervos,Zamora,22.1,16:30,1.2,16:30,0.0,2017-10-29
Santibañez de Vidriales,Zamora,21.3,17:30,2.9,17:30,0.0,2017-10-29
Pozuelo de Tabara,Zamora,21.6,17:30,5.5,17:30,0.0,2017-10-29
Villadepera,Zamora,20.6,17:00,7.7,17:00,0.0,2017-10-29
Fresno de Sayago,Zamora,21.0,17:10,2.2,17:10,0.0,2017-10-29
Alcañices,Zamora,21.6,16:10,6.7,16:10,0.0,2017-10-29
Sos del Rey Católico,Zaragoza,18.7,15:30,11.7,15:30,0.0,2017-10-29
Tarazona,Zaragoza,18.9,16:00,10.7,16:00,0.0,2017-10-29
Ejea de los Caballeros,Zaragoza,21.7,16:20,11.7,16:20,0.0,2017-10-29
Castejon de Valdejasa,Zaragoza,19.2,14:30,8.8,14:30,0.0,2017-10-29
Alhama de Aragon,Zaragoza,23.0,16:10,7.8,16:10,0.0,2017-10-29
Daroca,Zaragoza,19.8,16:20,6.0,16:20,0.0,2017-10-29
Calatayud,Zaragoza,22.1,17:30,5.3,17:30,0.0,2017-10-29
La Almunia de Doña Godina,Zaragoza,21.0,14:40,11.8,14:40,0.0,2017-10-29
Zaragoza Aeropuerto,Zaragoza,20.5,15:20,13.8,15:20,0.0,2017-10-29
Zaragoza, Valdespartera,Zaragoza,20.4,15:40,13.6,15:40,0.0,2017-10-29
Leciñena,Zaragoza,22.6,15:40,7.7,15:40,0.0,2017-10-29
Valmadrid,Zaragoza,18.9,14:30,11.4,14:30,0.0,2017-10-29
Quinto,Zaragoza,22.0,15:30,14.1,15:30,0.0,2017-10-29
Caspe,Zaragoza,23.5,17:00,14.1,17:00,0.0,2017-10-29
Bujaraloz,Zaragoza,21.8,16:10,9.9,16:10,0.0,2017-10-29
Estaca de Bares,A Coruña,16.9,14:40,15.2,14:40,0.0,2017-10-30
As Pontes,A Coruña,18.1,12:00,7.9,12:00,0.0,2017-10-30
A Coruña,A Coruña,19.7,13:10,12.7,13:10,0.0,2017-10-30
A Coruña Aeropuerto,A Coruña,20.2,14:30,6.7,14:30,0.0,2017-10-30
Carballo, Depuradora,A Coruña,19.0,14:10,4.6,14:10,0.0,2017-10-30
Cabo Vilan,A Coruña,16.3,13:10,13.9,13:10,0.0,2017-10-30
Vimianzo,A Coruña,17.7,13:40,11.4,13:40,0.0,2017-10-30
Fisterra,A Coruña,20.6,02:10,13.2,02:10,0.0,2017-10-30
Mazaricos,A Coruña,17.9,12:50,10.1,12:50,0.0,2017-10-30
Sobrado,A Coruña,17.5,13:40,9.1,13:40,0.0,2017-10-30
Santiago de Compostela Aeropuerto,A Coruña,19.7,15:20,9.2,15:20,0.0,2017-10-30
Noia,A Coruña,21.7,13:30,13.1,13:30,0.0,2017-10-30
Boiro,A Coruña,23.0,15:40,13.4,15:40,0.0,2017-10-30
Padrón,A Coruña,23.0,15:20,9.9,15:20,0.0,2017-10-30
Santiago de Compostela,A Coruña,21.1,15:30,10.9,15:30,0.0,2017-10-30
Rois, Casas do Porto,A Coruña,20.3,16:00,11.5,16:00,0.0,2017-10-30
Villarrobledo,Albacete,24.1,15:00,9.3,15:00,0.0,2017-10-30
Munera,Albacete,19.4,16:00,4.3,16:00,0.0,2017-10-30
Yeste, Embalse Fuensanta,Albacete,25.6,16:20,11.6,16:20,0.0,2017-10-30
Nerpio,Albacete,19.8,15:00,4.1,15:00,0.0,2017-10-30
Yeste,Albacete,22.0,15:40,8.3,15:40,0.0,2017-10-30
Hellín,Albacete,21.8,15:30,13.8,15:30,0.0,2017-10-30
Tobarra,Albacete,22.6,15:50,11.3,15:50,0.0,2017-10-30
Albacete Base Aérea,Albacete,20.2,16:40,8.1,16:40,0.0,2017-10-30
Chinchilla,Albacete,19.6,15:20,10.3,15:20,0.0,2017-10-30
Albacete,Albacete,21.9,15:10,11.1,15:10,0.0,2017-10-30
Alcalá del Júcar,Albacete,23.9,16:00,10.9,16:00,0.0,2017-10-30
Almansa,Albacete,21.0,14:50,7.7,14:50,0.0,2017-10-30
Orihuela,Alacant/Alicante,24.6,14:30,13.7,14:30,0.0,2017-10-30
Pinoso,Alacant/Alicante,19.8,16:00,7.2,16:00,0.0,2017-10-30
Rojales,Alacant/Alicante,24.8,13:50,15.7,13:50,0.0,2017-10-30
Villena,Alacant/Alicante,22.2,15:50,9.5,15:50,0.0,2017-10-30
Novelda,Alacant/Alicante,23.9,14:30,13.8,14:30,0.0,2017-10-30
Elche/Elx,Alacant/Alicante,25.4,13:10,13.4,13:10,0.0,2017-10-30
Alicante-Elche Aeropuerto,Alacant/Alicante,24.6,14:20,15.2,14:20,0.0,2017-10-30
Alicante/Alacant,Alacant/Alicante,24.8,14:30,14.8,14:30,0.0,2017-10-30
Benidorm,Alacant/Alicante,23.9,12:10,14.9,12:10,0.0,2017-10-30
Jávea/ Xàbia,Alacant/Alicante,23.9,11:40,14.2,11:40,0.0,2017-10-30
Pego,Alacant/Alicante,23.0,15:00,15.3,15:00,0.0,2017-10-30
Alcoy/Alcoi,Alacant/Alicante,23.6,15:30,11.5,15:30,0.0,2017-10-30
Vélez Blanco - Topares,Almería,21.4,16:20,7.2,16:20,0.0,2017-10-30
Adra,Almería,25.8,10:10,17.9,10:10,0.0,2017-10-30
El Ejido,Almería,25.9,10:40,16.5,10:40,0.0,2017-10-30
Roquetas de Mar,Almería,24.2,13:30,13.9,13:30,0.0,2017-10-30
Abla,Almería,22.3,14:10,9.5,14:10,0.0,2017-10-30
Almería Aeropuerto,Almería,25.3,12:20,16.3,12:20,0.0,2017-10-30
Cabo de Gata,Almería,23.5,11:20,19.4,11:20,0.0,2017-10-30
Garrucha, Puerto,Almería,23.9,11:50,17.0,11:50,0.0,2017-10-30
Albox,Almería,24.5,14:00,13.2,14:00,0.0,2017-10-30
Huercal Overa,Almería,24.4,13:00,13.5,13:00,0.0,2017-10-30
Amurrio,Araba/Álava,14.6,15:10,6.6,15:10,1.0,2017-10-30
Lalastra,Araba/Álava,12.6,12:50,4.6,12:50,0.0,2017-10-30
Agurain/Salvatierra,Araba/Álava,13.1,12:50,4.4,12:50,0.2,2017-10-30
Labastida,Araba/Álava,13.9,12:10,6.7,12:10,0.8,2017-10-30
Leza,Araba/Álava,15.3,13:50,4.8,13:50,1.4,2017-10-30
Campezo/Kanpezu,Araba/Álava,14.9,12:20,6.0,12:20,0.0,2017-10-30
Cabrales,Asturias,19.1,14:50,9.0,14:50,0.0,2017-10-30
Llanes,Asturias,21.0,13:40,11.4,13:40,0.6,2017-10-30
Amieva, Panizales,Asturias,19.8,13:30,9.9,13:30,0.0,2017-10-30
Piloña,Asturias,18.3,14:00,9.8,14:00,1.0,2017-10-30
Colunga,Asturias,20.2,13:00,11.2,13:00,0.2,2017-10-30
Gijón, Campus,Asturias,19.9,12:40,9.3,12:40,1.6,2017-10-30
Cabo Peñas,Asturias,18.5,11:10,13.5,11:10,0.1,2017-10-30
Asturias Aeropuerto,Asturias,19.5,11:40,12.0,11:40,1.6,2017-10-30
Puerto de Pajares,Asturias,12.5,10:30,4.6,10:30,0.0,2017-10-30
Pola de Lena,Asturias,16.7,12:40,8.1,12:40,0.0,2017-10-30
Aller,Asturias,15.7,13:50,4.0,13:50,0.0,2017-10-30
Mieres,Asturias,19.4,16:10,10.6,16:10,0.0,2017-10-30
Oviedo,Asturias,17.8,13:10,12.2,13:10,0.0,2017-10-30
Tineo, Soto de la Barca,Asturias,17.8,15:00,10.6,15:00,0.0,2017-10-30
Pola de Somiedo,Asturias,16.8,14:30,3.2,14:30,0.0,2017-10-30
Salas,Asturias,18.3,12:20,12.2,12:20,0.0,2017-10-30
Cabo Busto,Asturias,17.7,12:20,13.3,12:20,0.2,2017-10-30
Degaña,Asturias,15.9,11:20,3.9,11:20,0.0,2017-10-30
Ibias, San Antolin,Asturias,17.2,13:40,8.0,13:40,0.0,2017-10-30
Villayón, Oneta,Asturias,15.4,11:20,11.8,11:20,0.0,2017-10-30
Castropol,Asturias,17.6,11:50,11.3,11:50,0.2,2017-10-30
Taramundi, Ouria,Asturias,16.0,12:20,10.0,12:20,0.4,2017-10-30
Puerto de Leitariegos,Asturias,14.8,11:30,3.6,11:30,0.0,2017-10-30
Muñotello,Ávila,20.1,14:40,3.6,14:40,0.0,2017-10-30
Ávila,Ávila,17.7,14:10,2.8,14:10,0.0,2017-10-30
Gotarrendura,Ávila,17.9,16:20,1.4,16:20,0.0,2017-10-30
Arevalo,Ávila,19.8,16:40,-0.1,16:40,0.0,2017-10-30
Rivilla de Barajas,Ávila,17.7,16:50,3.2,16:50,0.0,2017-10-30
Barco de Avila,Ávila,21.4,14:50,0.0,14:50,0.0,2017-10-30
Puerto El Pico,Ávila,21.5,14:50,-2.3,14:50,0.0,2017-10-30
Cebreros,Ávila,24.2,13:30,10.7,13:30,0.0,2017-10-30
Candeleda,Ávila,25.1,16:10,9.0,16:10,0.0,2017-10-30
Herrera del Duque,Badajoz,26.8,15:50,8.8,15:50,0.0,2017-10-30
Peraleda del Zaucejo,Badajoz,24.9,15:00,6.4,15:00,0.0,2017-10-30
Castuera,Badajoz,24.7,16:30,13.8,16:30,0.0,2017-10-30
Navalvillar de Pela,Badajoz,27.1,16:10,10.7,16:10,0.0,2017-10-30
Don Benito,Badajoz,27.2,14:50,10.4,14:50,0.0,2017-10-30
Llerena,Badajoz,24.5,15:20,12.1,15:20,0.0,2017-10-30
Villafranca de los Barros,Badajoz,26.5,16:30,7.2,16:30,0.0,2017-10-30
Mérida,Badajoz,28.9,16:10,8.1,16:10,0.0,2017-10-30
Zafra,Badajoz,27.1,17:00,8.6,17:00,0.0,2017-10-30
Almendralejo,Badajoz,25.7,15:30,10.0,15:30,0.0,2017-10-30
Badajoz Aeropuerto,Badajoz,27.8,15:50,7.9,15:50,0.0,2017-10-30
Alburquerque,Badajoz,27.4,15:50,9.6,15:50,0.0,2017-10-30
Puebla de Obando,Badajoz,26.6,15:00,11.3,15:00,0.0,2017-10-30
Badajoz,Badajoz,28.7,15:50,9.5,15:50,0.0,2017-10-30
Olivenza,Badajoz,26.4,15:00,10.0,15:00,0.0,2017-10-30
Alconchel,Badajoz,27.3,15:40,12.0,15:40,0.0,2017-10-30
Barcarrota,Badajoz,26.8,16:40,9.1,16:40,0.0,2017-10-30
Villanueva del Fresno,Badajoz,28.3,14:50,11.6,14:50,0.0,2017-10-30
Monesterio,Badajoz,24.5,16:30,11.6,16:30,0.0,2017-10-30
Fuente de Cantos,Badajoz,25.0,15:50,13.7,15:50,0.0,2017-10-30
Jerez de los Caballeros,Badajoz,27.7,16:20,10.5,16:20,0.0,2017-10-30
Fregenal de la Sierra,Badajoz,25.3,14:50,8.4,14:50,0.0,2017-10-30
Azuaga,Badajoz,24.8,15:20,10.0,15:20,0.0,2017-10-30
Pontons,Barcelona,18.9,13:50,8.8,13:50,0.0,2017-10-30
Vilafranca del Penedès,Barcelona,23.9,15:00,9.4,15:00,0.0,2017-10-30
Sitges,Barcelona,22.8,13:30,14.0,13:30,0.0,2017-10-30
Berga,Barcelona,18.4,15:20,4.5,15:20,0.0,2017-10-30
Balsareny,Barcelona,19.0,16:10,4.0,16:10,0.0,2017-10-30
Prats de Lluçanès,Barcelona,18.8,14:40,3.9,14:40,0.0,2017-10-30
Moià,Barcelona,17.4,13:40,6.1,13:40,0.0,2017-10-30
Manresa,Barcelona,19.5,15:20,6.5,15:20,0.0,2017-10-30
Monistrol de Montserrat,Barcelona,15.3,15:30,8.0,15:30,0.0,2017-10-30
Igualada,Barcelona,18.7,15:10,8.4,15:10,0.0,2017-10-30
Corbera, Pic d'Agulles,Barcelona,15.7,13:00,7.9,13:00,0.0,2017-10-30
Barcelona,Barcelona,23.5,14:30,15.0,14:30,0.0,2017-10-30
Barcelona, Museo Marítimo,Barcelona,24.7,15:40,14.8,15:40,0.0,2017-10-30
Caldes de Montbui,Barcelona,23.8,14:30,7.4,14:30,0.0,2017-10-30
Vilassar de Dalt,Barcelona,25.5,14:10,14.1,14:10,0.0,2017-10-30
Arenys de Mar,Barcelona,24.5,12:20,12.6,12:20,0.0,2017-10-30
Fogars de Montclús,Barcelona,20.7,14:20,9.0,14:20,0.0,2017-10-30
Sant Julià  de Vilatorta,Barcelona,18.4,14:50,3.7,14:50,0.1,2017-10-30
Lekeitio,Bizkaia,16.4,14:10,11.4,14:10,0.0,2017-10-30
Forua,Bizkaia,17.2,13:20,7.9,13:20,3.6,2017-10-30
Punta Galea,Bizkaia,15.2,15:00,9.5,15:00,2.5,2017-10-30
Orozko,Bizkaia,14.4,14:20,7.6,14:20,2.6,2017-10-30
Abadiño,Bizkaia,11.4,14:20,7.1,14:20,2.2,2017-10-30
Amorebieta--Etxano,Bizkaia,15.6,13:50,7.2,13:50,0.6,2017-10-30
Güeñes,Bizkaia,13.6,15:10,7.1,15:10,1.4,2017-10-30
Bilbao Aeropuerto,Bizkaia,15.6,13:40,8.1,13:40,4.2,2017-10-30
Sopuerta,Bizkaia,15.6,14:00,7.6,14:00,3.2,2017-10-30
Coruña del Conde,Burgos,19.6,16:20,1.4,16:20,0.0,2017-10-30
Aranda de Duero,Burgos,19.1,14:10,-1.3,14:10,0.0,2017-10-30
Pedrosa del Príncipe,Burgos,17.7,14:40,2.5,14:40,0.0,2017-10-30
Palacios de la Sierra,Burgos,18.7,12:40,0.2,12:40,0.0,2017-10-30
Monterrubio de la Demanda,Burgos,13.3,13:30,2.3,13:30,0.0,2017-10-30
Villamayor de los Montes,Burgos,14.7,13:40,6.1,13:40,0.0,2017-10-30
Burgos Aeropuerto,Burgos,14.3,14:40,4.2,14:40,0.0,2017-10-30
Santa Gadea de Alfoz,Burgos,11.9,12:40,5.2,12:40,0.2,2017-10-30
Sargentes de la Lora,Burgos,14.4,14:10,5.2,14:10,0.0,2017-10-30
Briviesca,Burgos,14.0,13:10,2.0,13:10,0.0,2017-10-30
Medina de Pomar,Burgos,16.4,13:00,1.1,13:00,0.0,2017-10-30
Miranda de Ebro,Burgos,15.3,14:30,2.0,14:30,0.0,2017-10-30
Madrigal de la Vera,Cáceres,25.0,16:20,11.4,16:20,0.0,2017-10-30
Navalmoral de la Mata,Cáceres,25.3,16:00,7.0,16:00,0.0,2017-10-30
Garganta de la Olla,Cáceres,22.8,16:10,11.2,16:10,0.0,2017-10-30
Serradilla,Cáceres,23.9,15:30,13.1,15:30,0.0,2017-10-30
Jaraicejo,Cáceres,24.4,15:00,11.8,15:00,0.0,2017-10-30
Trujillo,Cáceres,25.6,16:00,10.1,16:00,0.0,2017-10-30
Cáceres,Cáceres,25.6,16:40,10.7,16:40,0.0,2017-10-30
Cañaveral,Cáceres,25.4,16:20,12.0,16:20,0.0,2017-10-30
Nuñomoral,Cáceres,26.4,15:10,3.5,15:10,0.0,2017-10-30
Guijo de Granadilla,Cáceres,26.4,16:00,11.6,16:00,0.0,2017-10-30
Hervás,Cáceres,23.7,14:50,9.5,14:50,0.0,2017-10-30
Montehermoso,Cáceres,25.6,16:40,13.4,16:40,0.0,2017-10-30
Tornavacas,Cáceres,22.1,14:10,10.8,14:10,0.0,2017-10-30
Piornal,Cáceres,21.7,13:30,8.4,13:30,0.0,2017-10-30
Plasencia,Cáceres,26.4,16:40,10.0,16:40,0.0,2017-10-30
Coria,Cáceres,26.3,17:20,10.8,17:20,0.0,2017-10-30
Hoyos,Cáceres,25.9,15:20,13.2,15:20,0.0,2017-10-30
Zarza La Mayor,Cáceres,25.6,16:40,11.9,16:40,0.0,2017-10-30
Valverde del Fresno,Cáceres,25.5,14:00,10.4,14:00,0.0,2017-10-30
Aliseda,Cáceres,26.5,16:10,8.8,16:10,0.0,2017-10-30
Brozas,Cáceres,24.8,16:00,11.1,16:00,0.0,2017-10-30
Valencia de Alcántara,Cáceres,24.5,16:20,8.7,16:20,0.0,2017-10-30
Guadalupe,Cáceres,25.5,14:50,10.9,14:50,0.0,2017-10-30
Cañamero,Cáceres,25.5,15:40,13.5,15:40,0.0,2017-10-30
Zorita,Cáceres,26.7,15:40,13.8,15:40,0.0,2017-10-30
Alcuescar,Cáceres,26.2,16:00,9.4,16:00,0.0,2017-10-30
Chipiona,Cádiz,25.0,14:30,12.5,14:30,0.0,2017-10-30
Rota, Base Naval,Cádiz,26.4,16:20,14.1,16:20,0.0,2017-10-30
Grazalema,Cádiz,23.3,12:20,10.8,12:20,0.0,2017-10-30
Olvera,Cádiz,26.1,14:00,14.6,14:00,0.0,2017-10-30
El Bosque,Cádiz,26.7,15:20,11.3,15:20,0.0,2017-10-30
San José del Valle,Cádiz,28.2,15:40,15.0,15:40,0.0,2017-10-30
Jerez de la Frontera Aeropuerto,Cádiz,27.1,15:20,10.2,15:20,0.0,2017-10-30
San Fernando,Cádiz,27.1,14:20,17.1,14:20,0.0,2017-10-30
Cádiz,Cádiz,26.2,17:00,17.8,17:00,0.0,2017-10-30
Medina Sidonia,Cádiz,25.4,15:40,16.6,15:40,0.0,2017-10-30
Vejer de la Frontera,Cádiz,25.5,15:30,16.5,15:30,0.0,2017-10-30
Barbate,Cádiz,27.2,13:30,17.2,13:30,0.0,2017-10-30
Tarifa,Cádiz,23.8,13:40,19.6,13:40,0.0,2017-10-30
Jimena de la Frontera,Cádiz,23.9,13:40,10.4,13:40,0.0,2017-10-30
San Roque,Cádiz,22.4,13:20,15.8,13:20,0.0,2017-10-30
Castro Urdiales,Cantabria,18.1,14:30,11.3,14:30,1.7,2017-10-30
Ramales de la Victoria,Cantabria,16.1,13:10,7.2,13:10,1.2,2017-10-30
Barcena de Cicero, Treto,Cantabria,16.7,14:30,8.2,14:30,0.8,2017-10-30
Soba, Alto Miera,Cantabria,13.7,11:30,6.7,11:30,0.4,2017-10-30
Santander Aeropuerto,Cantabria,16.1,15:20,7.3,15:20,0.6,2017-10-30
Santander,Cantabria,15.8,15:00,11.5,15:00,0.0,2017-10-30
Villacarriedo,Cantabria,14.1,14:10,5.8,14:10,2.4,2017-10-30
Los Tojos, Bárcena Mayor,Cantabria,16.9,13:40,3.4,13:40,0.6,2017-10-30
San Felices de Buelna,Cantabria,15.8,14:40,8.8,14:40,1.4,2017-10-30
Torrelavega, Sierrapando,Cantabria,16.3,11:00,9.5,11:00,1.8,2017-10-30
San Vicente de la Barquera,Cantabria,20.0,12:20,9.2,12:20,0.2,2017-10-30
Camaleño, Fuente De,Cantabria,15.3,15:00,3.8,15:00,0.0,2017-10-30
Cillórigo de Liébana, Tama,Cantabria,19.1,14:50,7.2,14:50,0.0,2017-10-30
Tresviso,Cantabria,13.9,14:10,7.7,14:10,0.0,2017-10-30
Santillana del Mar, Altamira,Cantabria,17.7,12:00,9.4,12:00,2.4,2017-10-30
Reinosa,Cantabria,14.5,14:10,3.3,14:10,0.0,2017-10-30
Alto Campoo,Cantabria,12.3,13:30,4.0,13:30,0.0,2017-10-30
Valderredible, Cubillo de Ebro,Cantabria,15.4,13:00,2.1,13:00,0.0,2017-10-30
Valderredible, Polientes,Cantabria,16.8,13:50,3.8,13:50,0.1,2017-10-30
Segorbe,Castelló/Castellón,23.4,14:30,7.9,14:30,0.0,2017-10-30
Montanejos,Castelló/Castellón,23.4,14:50,8.4,14:50,0.0,2017-10-30
Villafranca del Cid/Vilafranca,Castelló/Castellón,18.4,14:20,2.8,14:20,0.0,2017-10-30
Atzeneta del Maestrat,Castelló/Castellón,24.2,14:50,6.2,14:50,0.0,2017-10-30
Castellón - Almassora,Castelló/Castellón,23.8,14:00,13.6,14:00,0.0,2017-10-30
Torreblanca,Castelló/Castellón,23.1,11:50,13.9,11:50,0.0,2017-10-30
La Pobla de Benifassà-Fredes,Castelló/Castellón,14.6,14:40,4.9,14:40,0.0,2017-10-30
Vinaròs,Castelló/Castellón,24.1,15:20,8.0,15:20,0.0,2017-10-30
Morella,Castelló/Castellón,16.1,14:50,6.2,14:50,0.0,2017-10-30
Castellfort,Castelló/Castellón,14.0,15:00,5.1,15:00,0.0,2017-10-30
Ceuta,Ceuta,22.1,16:00,17.3,16:00,0.0,2017-10-30
Alcazar de San Juan,Ciudad Real,20.9,15:30,7.2,15:30,0.0,2017-10-30
Tomelloso,Ciudad Real,21.6,15:50,5.0,15:50,0.0,2017-10-30
Ciudad Real,Ciudad Real,20.5,15:10,6.3,15:10,0.0,2017-10-30
Villanueva de los Infantes,Ciudad Real,20.6,14:50,8.4,14:50,0.0,2017-10-30
Valdepeñas,Ciudad Real,20.3,15:30,6.4,15:30,0.0,2017-10-30
Viso del Marqués,Ciudad Real,20.9,15:00,7.0,15:00,0.0,2017-10-30
Abenójar,Ciudad Real,21.0,15:40,7.3,15:40,0.0,2017-10-30
Puebla de Don Rodrigo,Ciudad Real,25.3,16:30,4.4,16:30,0.0,2017-10-30
Almadén,Ciudad Real,26.5,16:50,12.6,16:50,0.0,2017-10-30
Puertollano,Ciudad Real,21.2,15:00,7.4,15:00,0.0,2017-10-30
Fuencaliente,Ciudad Real,24.0,15:00,9.1,15:00,0.0,2017-10-30
Valsequillo,Córdoba,25.2,16:00,6.0,16:00,0.0,2017-10-30
Hinojosa del Duque,Córdoba,23.9,15:20,7.4,15:20,0.0,2017-10-30
Cardeña,Córdoba,25.1,14:40,12.2,14:40,0.0,2017-10-30
Montoro,Córdoba,27.9,15:10,8.0,15:10,0.0,2017-10-30
Villanueva de Córdoba,Córdoba,23.0,14:50,12.5,14:50,0.0,2017-10-30
Córdoba, Embalse de Guadanuño,Córdoba,25.7,14:40,10.5,14:40,0.0,2017-10-30
Priego de Cordoba,Córdoba,25.7,12:40,9.1,12:40,0.0,2017-10-30
Doña Mencía,Córdoba,22.9,16:40,13.1,16:40,0.0,2017-10-30
Córdoba, Prágdena,Córdoba,26.6,17:20,11.4,17:20,0.0,2017-10-30
Espiel,Córdoba,25.5,14:50,7.9,14:50,0.0,2017-10-30
Fuente Palmera,Córdoba,28.0,17:20,12.2,17:20,0.0,2017-10-30
Benamejí,Córdoba,24.9,15:20,12.7,15:20,0.0,2017-10-30
Aguilar de la Frontera,Córdoba,26.4,16:30,11.2,16:30,0.0,2017-10-30
